,Name,Coordinates,Address,City,Postal,Province,In Peel,Website,Email,Phone,Citizen test preparation,Help with daily life,Refugee services,Job language training,Job search support,LGBT services,Language assessment,Language training,Other services,Senior services,Women services,Youth services
985,School District No. 41 - Burnaby ,"(49.272907, -122.959608)",6990 Aubrey Street,Burnaby,V5B 2E5,British Columbia,no,http://www.sd41.bc.ca/,,604-664-8743,no,yes,no,no,no,no,no,no,yes,no,no,yes
986,School District No. 41 - Burnaby ,"(49.210977, -122.954295)",7014 Stride Avenue,Burnaby,V3N 1T4,British Columbia,no,http://www.sd41.bc.ca/,,604-664-8854,no,yes,no,no,no,no,no,no,yes,no,no,yes
987,School District No. 41 - Burnaby ,"(49.223389, -122.940857)",7355 Canada Way,Burnaby,V3N 4Z6,British Columbia,no,http://www.sd41.bc.ca/,,604-257-4415,no,yes,no,no,no,no,no,no,yes,no,no,yes
988,School District No. 41 - Burnaby ,"(49.226879, -122.958564)",7355 Morley Street,Burnaby,V5J 1Y2,British Columbia,no,http://www.sd41.bc.ca/,,604-664-8774,no,yes,no,no,no,no,no,no,yes,no,no,yes
989,School District No. 41 - Burnaby ,"(49.227568, -122.927167)",7502 Second Street,Burnaby,V3N 3R5,British Columbia,no,http://www.sd41.bc.ca/,,604-296-6900,no,yes,no,no,no,no,no,no,yes,no,no,yes
990,School District No. 41 - Burnaby ,"(49.277528, -122.971935)",751 Hammarskjold Drive,Burnaby,V5B 4A1,British Columbia,no,http://www.sd41.bc.ca/,,604-664-8550,no,yes,no,no,no,no,no,no,yes,no,no,yes
991,School District No. 41 - Burnaby ,"(49.207605, -122.959458)",7590 Mission Avenue,Burnaby,V3N5C7,British Columbia,no,http://www.sd41.bc.ca/,,604-296-6900,no,yes,no,no,no,no,no,no,yes,no,no,yes
992,School District No. 41 - Burnaby ,"(49.217037, -122.934304)",7622 12th Avenue,Burnaby,V3N2K1,British Columbia,no,http://www.sd41.bc.ca/,,604-296-6900,no,yes,no,no,no,no,no,no,yes,no,no,yes
993,School District No. 41 - Burnaby ,"(49.221848, -122.941733)",7651 18th Avenue,Burnaby,V3N 1J1,British Columbia,no,http://www.sd41.bc.ca/,,604-664-8683,no,yes,no,no,no,no,no,no,yes,no,no,yes
994,School District No. 41 - Burnaby ,"(49.207836, -122.951298)",7777 18th Street,Burnaby,V3N 4K3,British Columbia,no,http://www.sd41.bc.ca/,,604-296-6885,no,yes,no,no,no,no,no,no,yes,no,no,yes
995,School District No. 41 - Burnaby ,"(49.230192, -122.945657)",7777 Mayfield Street,Burnaby,V5E2J5,British Columbia,no,http://www.sd41.bc.ca/,,604-296-6900,no,yes,no,no,no,no,no,no,yes,no,no,yes
996,School District No. 41 - Burnaby ,"(49.251949, -122.936138)",7881 Government Road,Burnaby,V5A2C9,British Columbia,no,http://www.sd41.bc.ca/,,604-296-6900,no,yes,no,no,no,no,no,no,yes,no,no,yes
997,School District No. 41 - Burnaby ,"(49.265147, -122.918015)",8525 Forest Grove Drive,Burnaby,V5A4H5,British Columbia,no,http://www.sd41.bc.ca/,,604-296-6900,no,yes,no,no,no,no,no,no,yes,no,no,yes
998,School District No. 41 - Burnaby ,"(49.232631, -122.91448)",8580 16th Avenue,Burnaby,V3N 1S6,British Columbia,no,http://www.sd41.bc.ca/,,604-664-8568,no,yes,no,no,no,no,no,no,yes,no,no,yes
999,School District No. 41 - Burnaby ,"(49.234159, -122.908761)",8757 Armstrong Avenue,Burnaby,V3N2H8,British Columbia,no,http://www.sd41.bc.ca/,,604-296-6900,no,yes,no,no,no,no,no,no,yes,no,no,yes
1000,School District No. 41 - Burnaby ,"(49.25486, -122.911234)",8800 Eastlake Drive,Burnaby,V3J 7X5,British Columbia,no,http://www.sd41.bc.ca/,,604-296-6870,no,yes,no,no,no,no,no,no,yes,no,no,yes
1001,School District No. 41 - Burnaby ,"(49.278194, -122.907704)",9388 Tower Road,Burnaby,V5A 4X6,British Columbia,no,http://www.sd41.bc.ca/,,604-664-2030,no,yes,no,no,no,no,no,no,yes,no,no,yes
1002,School District No. 41 - Burnaby ,"(49.251647, -122.89972)",9540 Erickson Drive,Burnaby,V3J 1M9,British Columbia,no,http://www.sd41.bc.ca/,,604-664-8622,no,yes,no,no,no,no,no,no,yes,no,no,yes
1003,School District No. 41 - Burnaby ,"(49.259459, -122.895449)",9847 Lyndhurst Street,Burnaby,V3J1E9,British Columbia,no,http://www.sd41.bc.ca/,,604-296-6900,no,yes,no,no,no,no,no,no,yes,no,no,yes
1004,School District No. 60 - Peace River North,"(56.251312, -120.849903)",10114 105 Ave,Fort St. John,V1J 4S4,British Columbia,no,http://www.prn.bc.ca/,,250-262-6098,no,yes,no,no,no,no,no,no,yes,no,no,yes
1005,Settlement Assistance and Family Support Services,"(43.800558, -79.200329)","1154 Morningside Avenue East, Unit 206",Toronto,M1B 3A4,Ontario,no,http://www.safss.org/,indirabasu@safss.org,416-286-0826,no,no,no,no,no,no,no,yes,yes,no,no,no
1006,Settlement Assistance and Family Support Services,"(43.776619, -79.232121)",1200 Markham Road,Toronto,M1H 3C3,Ontario,no,http://www.safss.org/,reception@safss.org,416-431-4847,no,yes,no,no,no,no,no,no,no,no,no,no
1007,Settlement Assistance and Family Support Services,"(43.766148, -79.191674)","4352 Kingston Road, 2nd Floor",Toronto,M1E 2M8,Ontario,no,http://www.safss.org/,indirabasu@safss.org,416-286-3878,no,no,no,no,no,no,no,yes,yes,no,no,no
1008,Settlement Assistance and Family Support Services,"(43.813178, -79.237284)","5637 Finch Avenue East, Unit 8",Toronto,M1B 5K9,Ontario,no,http://www.safss.org/,indirabasu@safss.org,416-293-9263,no,no,no,no,no,no,no,yes,yes,no,no,no
1009,Settlement Services in the Bow Valley,"(51.175235, -115.572157)","110 Bear Street, Box 1260",Banff,T1L 1A1,Alberta,no,https://www.banff.ca/167/Settlement-Services-in-the-Bow-Valley,,403-762-1248,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes
1010,Seven Oaks School Divison,"(49.937135, -97.127607)",830 Powers Street,Winnipeg,R2V 4E7,Manitoba,no,http://www.7oaks.org,fran.taylor@7oaks.org,204-586-8061,no,yes,yes,no,yes,no,no,yes,yes,no,yes,yes
1011,Sexuality Education resource Centre,"(49.884114, -97.158966)",167 Sherbrook Street,Winnipeg,RC3 2B7,Manitoba,no,https://serc.mb.ca/,lcaron@serc.mb.ca ,204-299-8475,no,yes,no,no,no,no,no,no,yes,no,yes,yes
1012,Sexuality Education resource Centre,"(49.888948, -97.134251)",300-123 Main Street,Winnipeg,R3C1A3,Manitoba,no,https://rrc.ca/ltc/,eal@rrc.ca,204-945-6151,no,yes,no,no,yes,no,no,yes,yes,no,yes,yes
1013,Sexuality Education Resource Centre Manitoba Inc.,"(49.8869, -97.150289)",200-226 Osborne St N,Winnipeg,R3C 1V4,Manitoba,no,http://www.serc.mb.ca,info@serc.mb.ca,204-982-7800,no,yes,no,no,no,no,no,no,no,yes,yes,yes
1014,SHARE Family and Community Services Society ,"(49.258599, -122.892411)",#204-504 Cottonwood Ave.,Coquitlam,V3J 2R5,British Columbia,no,http://www.sharesociety.ca,,604-937-3830,no,yes,yes,no,no,no,no,no,yes,no,yes,yes
1015,Shuswap Immigrant Services Society,"(50.702751, -119.280404)",101-371 Hudson Avenue NE,Salmon Arm,V1E 4N3,British Columbia,no,https://sissociety.ca,,250-804-2726,yes,yes,no,no,no,no,no,no,no,no,no,no
1016,Silent Voice Canada,"(43.688997, -79.391339)","60 St. Clair Avenue East, Suite 400",Toronto,M4T 1N5,Ontario,no,http://www.silentvoice.ca,k.mackenzie@silentvoice.ca,416-463-1104,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes
1017,Sir Sandford Fleming College,"(44.327188, -78.442255)",555 Bonacord Street,Peterborough,K9J 7B1,Ontario,no,http://www.flemingcollege.ca,info@flemingcollege.ca,705-749-5530,no,yes,no,no,no,no,no,yes,no,no,no,no
1018,Skeena Diversity Society,"(54.517234, -128.587754)",4617 Lazelle Avenue,Terrace,V8G 1S3,British Columbia,no,http://www.skeenadiversity.com/,,250-615-6892,no,yes,no,no,yes,no,no,no,yes,no,no,no
1019,Skills for Change,"(43.68062, -79.429821)",791 St. Clair Avenue West,Toronto,M6C 1B7,Ontario,no,http://www.skillsforchange.org,info@skillsforchange.org,416-658-3101,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes
1020,Smithers Community Services Association,"(54.777721, -127.175865)",3815B Railway Avenue,Smithers,V0J 2N0,British Columbia,no,http://www.scsa.ca ,,1-800-355-6222 or 250-847-9515,no,yes,no,no,no,no,yes,yes,no,no,no,no
1021,Social Enterprise for Canada,"(44.071286, -79.431463)",17705 Leslie Street,Newmarket,L3Y 3E3,Ontario,no,http://www.socialenterprise.ca/,info@socialenterprise.ca,289-231-6495,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes
1022,Social Enterprise for Canada - Agilec,"(44.606472, -79.419397)","50 Andrew Street South, Unit 102",Orillia,L3V 7T5 ,Ontario,no,http://www.socialenterprise.ca/,info@socialenterprise.ca,705-325-9299,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
1023,Social Enterprise for Canada - East Ridge Evangelical Missionary Church,"(43.980852, -79.232019)",12485 10th Line,Stouffville ,L4A 7X3,Ontario,no,http://www.socialenterprise.ca/,info@socialenterprise.ca,905-640-3911,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
1024,Social Enterprise for Canada - Focus Community Development Corp,"(44.152769, -79.871035)","46 Wellington Street West, Unit 2",Alliston,L9R 2B8 ,Ontario,no,http://www.socialenterprise.ca/,info@socialenterprise.ca,705-435-9821,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
1025,Social Enterprise for Canada - Keswick Public Library,"(44.241832, -79.451764)",90 Wexford Drive,Keswick,L4P3P7 ,Ontario,no,http://www.socialenterprise.ca/,info@socialenterprise.ca,905-476-5762,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
1026,Social Enterprise for Canada - Orillia Public Library,"(44.608352, -79.420208)",36 Mississaga Street West,Orillia,L3V 3A6 ,Ontario,no,http://www.socialenterprise.ca/,info@socialenterprise.ca,705-325-2338,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes
1027,Social Enterprise for Canada - Tracks Employment Services,"(44.495371, -80.214842)",50 Hume Street,Collingwood,L9Y 1V2,Ontario,no,http://www.socialenterprise.ca/,info@socialenterprise.ca,705-444-1580,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
1028,Social Enterprise for Canada - Welcome Centre Immigrant Services -Newmarket,"(44.034409, -79.474827)","16655 Yonge St, Unit 26",Newmarket,L3X1V6,Ontario,no,http://www.socialenterprise.ca/,info@socialenterprise.ca,1-877-761-1155,no,yes,yes,no,no,yes,no,no,yes,yes,yes,yes
1029,Social Enterprise for Canada - Yorkworks,"(44.30846, -79.363772)",20887 Dalton Road,Sutton,L0E 1R0 ,Ontario,no,http://www.socialenterprise.ca/,info@socialenterprise.ca,905-722-1480,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes
1030,Société de développement économique de la Colombie-Britannique,"(49.2656, -123.140093)","220-1555, 7th Avenue West",Vancouver,V6J 1S1,British Columbia,no,https://www.sdecb.com/en/,info@sdecb.com,604-732-3534,no,no,no,no,yes,no,no,no,yes,no,no,no
1031,Société du centre scolaire communautaire de Calgary,"(51.011539, -114.123298)",4800 Richard Road Street West,Calgary,T3E 6L1 ,Alberta,no,https://citedesrocheuses.com/,,403-249-1749,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes
1032,Société Économique de l’Ontario,"(43.661565, -79.382899)","2 Carlton Street, Suite 1305-1307",Toronto,M5B 1J3,Ontario,no,http://www.seo-ont.ca/en/home/,info@seo-ont.ca,416-596-0220,no,yes,no,no,yes,no,no,no,no,no,yes,no
1033,Société franco-manitobaine (SFM) / Accueil francophone du Manitoba,"(49.891993, -97.124195)","147 Provencher Blvd, Unit 106",Winnipeg,R2H 0G2,Manitoba,no,http://www.sfm.mb.ca,bsacko@sfm.mb.ca,204-233-4915,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1034,Société franco-manitobaine (SFM) / Accueil francophone du Manitoba,"(49.92344, -97.125327)",190 Cathédrale Avenue,Winnipeg,R2H 0H7,Manitoba,no,http://accueilfrancophonemb.com/,accueil@sfm.mb.ca,204-975-4250,no,yes,yes,no,no,no,no,no,yes,yes,no,yes
1035,Société Santé en français,"(45.407906, -75.676824)",223 Main Street,Ottawa,K1S 1C4,Ontario,no,http://www.santefrancais.ca,j.gravel@santefrancais.ca,613-244-1889,no,no,no,no,no,no,no,no,yes,no,no,no
1036,"Society for Manitobans with Disabilities, Inc.","(49.902771, -97.155955)",825 Sherbrook Street,Winnipeg, R3A 1M5,Manitoba,no,https://www.manitobapossible.ca/,info@manitobapossible.ca,204-975-3010,no,yes,yes,no,no,no,no,yes,yes,no,no,yes
1037,Society of Brooks Community Adult Learning Council (BCALC),"(50.564579, -111.880973)",303-8th Street E,Brooks,TIR 1B2,Alberta,no,http://brookslearning.ca/,bcalc@brookslearning.ca,403-362-5372,no,no,no,no,no,no,no,yes,no,no,no,no
1038,Solomon College,"(53.538461, -113.504223)","10621 - 100th Avenue, Suite 228",Edmonton,T5J 0B3,Alberta,no,http://solomoncollege.ca/programs/,,780-431-1515,no,no,no,yes,no,no,no,yes,no,no,no,no
1039,Somali Canadian Women and Children Association,"(53.594562, -113.42476)",13415C Fort Rd NW,Edmonton,T5A 1C6,Alberta,no,http://somalicanadianwomen.ca,,780-756-1175,no,yes,no,no,no,no,no,no,no,no,yes,yes
1040,Somali Centre for Family Services,"(45.374476, -75.664937)","1719 Bank Street, Suite 200",Ottawa,K1V 7Z4,Ontario,no,http://www.somalifamilyservices.org/,info@scfsottawa.org,613-526-2075,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes
1041,Somali Immigrant Aid Organization,"(43.69848, -79.512422)","1778 Weston Road, Suite 105",Toronto,M9N 1V8,Ontario,no,http://www.siao.ca/index.php,siao@idirect.com,416-243-1988,no,yes,no,no,yes,no,no,yes,yes,no,no,yes
1042,South Essex Community Council,"(42.057751, -82.585732)",215 Talbot Street East,Leamington,N8H 3X5,Ontario,no,http://www.secc.on.ca/,info@secc.on.ca,519-326-8629,yes,yes,yes,no,yes,no,no,yes,yes,no,no,yes
1043,South London Neighbourhood Resource Centre,"(42.931849, -81.228266)",1119 Jalna Boulevard,London,N6E 3B3,Ontario,no,http://www.slnrc.org/,,519-686-8600,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes
1044,South London Neighbourhood Resource Centre - Bostwick Branch Library ,"(42.937863, -81.289397)",501 Southdale Road West,London,N6K 3X4,Ontario,no,http://www.slnrc.org,nneedham@slnrc.ca,519-686-8600,no,yes,yes,no,yes,no,no,no,yes,no,no,no
1045,South London Neighbourhood Resource Centre - Westmount Shopping Centre,"(42.947905, -81.290875)",785 Wonderland Road S,London,N6K 1M6,Ontario,no,http://www.slnrc.org,nneedham@slnrc.ca,519-686-8600,no,yes,yes,no,yes,no,no,no,yes,no,no,no
1046,South Vancouver Neighbourhood House,"(49.225548, -123.065346)",6470 Victoria Drive,Vancouver,V5P 3Z7,British Columbia,no,http://www.southvan.org,,604-324-6212,no,yes,yes,no,yes,yes,no,no,no,yes,yes,yes
1047,South West Centre for Community Program Development - Community Employment Services,"(43.128425, -80.756605)",40 Metcalf Street,Woodstock,N4S 3E7,Ontario,no,http://www.ceswoodstock.org/aboutus/aboutces.shtml,,519-539-8161,no,yes,yes,no,yes,no,no,no,no,no,no,no
1048,Southeast Advocates for Employment,"(49.134483, -102.97352)",1108 6th Street,Estevan,S4A 1A8,Saskatchewan,no,http://www.southeastnewcomer.com/,newcomerservices@sasktel.net,306-637-4920,no,no,no,no,no,no,no,no,yes,no,no,no
1049,Southeast College,"(49.674015, -103.858194)","633 King Street, P.O. Box 1565",Weyburn ,S4H 0T1,Saskatchewan,no,http://www.southeastcollege.org/,kburham@southeastcollege.org,306-848-2500,no,no,no,no,no,no,yes,yes,no,no,no,no
1050,Southwest Newcomer Welcome Centre Inc.,"(50.29123, -107.800344)",237 Central Avenue North,Swift Current,S9H 0L3,Saskatchewan,no,http://www.newcomerwelcomecentre.com,nwc@newcomerwelcomecentre.com,306-778-6262,no,yes,no,no,yes,no,no,no,yes,no,no,yes
1051,Spence Neighbourhood Association Inc.,"(49.893203, -97.159948)",615 Ellice Avenue,Winnipeg,R3G 0A4,Manitoba,no,http://www.spenceneighbourhood.org,lin@spenceneighbourhood.org,204-783-8607,no,yes,no,no,no,no,no,no,no,no,no,yes
1052,St. Stephen's Community House (Peer Nutrition Program),"(43.661075, -79.33921)",955 Queen Street East,Toronto,M4M 3P3,Ontario,no,http://www.sschto.ca,,416-925-2103,no,yes,no,no,no,no,no,no,no,no,yes,no
1053,Steinbach Chamber of Commerce,"(49.530557, -96.69342)",D4 - 284 Reimer Avenue,Steinbach, R5G 0R5,Manitoba,no,http://eastmanimmigrantservices.com/,gwen@eastmanimmigrantservices.com,204-346-6600,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1054,Strides Support Services Toronto East Metro Youth Services,"(43.776619, -79.232121)","1200 Markham Road, Suite 313",Toronto,M1H 3C3,Ontario,no,http://www.emys.on.ca,contactus@stridestoronto.ca,416-438-3697,no,yes,no,no,yes,no,no,no,yes,no,no,yes
1055,Supporting Employment and Economic Development (SEED) Winnipeg Inc.,"(49.912707, -97.143205)",80 Salter Street,Winnipeg,R2W 4J6,Manitoba,no,http://www.seedwinnipeg.ca,info@seedwinnipeg.ca,204-927-9935,no,yes,no,no,yes,no,no,no,no,no,no,no
1056,Swan Valley Settlement & Immigrant Services,"(52.105332, -101.270194)",516 Main Street E,Swan River,R0L 1Z0,Manitoba,no,http://www.svsettlementservices.com/,svsettlementservices@hotmail.com,204-734-9874,no,yes,no,no,yes,no,no,no,no,no,no,no
1057,Syrian Canadian Foundation,"(43.601401, -79.641399)",4308 Village Centre Court,Mississauga,L4Z 1S2,Ontario,yes,http://www.syriancanadianfoundation.ca,info@syriancanadianfoundation.ca,416-520-4509,no,yes,yes,yes,yes,no,no,no,yes,no,yes,no
1058,Tesoc Multicultural Settlement and Community Services,"(43.741135, -79.283832)","1160 Birchmount Road, Unit 1A",Toronto,M1P 2B8,Ontario,no,http://www.tesoc.org/,info@tesoc.org,416-757-6043,no,yes,no,no,no,no,no,yes,yes,no,no,no
1059,Tesoc Multicultural Settlement and Community Services,"(43.659001, -79.442459)","685 Lansdowne Avenue, Unit 1A",Toronto,M6H 3Y9,Ontario,no,http://www.tesoc.org/,info@tesoc.org,416-536-5678,no,no,no,no,no,no,no,yes,yes,no,no,no
1060,Thames Valley District School Board,"(43.002165, -81.306556)",127 Sherwood Forest Square,London,N6G 2C3,Ontario,no,http://www.tvdsb.ca,,519-452-2000,no,no,no,no,no,no,no,yes,yes,no,no,no
1061,Thames Valley District School Board,"(43.024615, -81.216815)",1350 Highbury Avenue,London,N5Y 1B5,Ontario,no,http://www.tvdsb.ca,,519-452-2000,no,no,no,no,no,no,no,yes,yes,no,no,no
1062,Thames Valley District School Board,"(43.145677, -80.744771)",391 Blossom Park Road,Woodstock,N4S 7J3,Ontario,no,http://www.tvdsb.ca,,519-452-2000,no,no,no,no,no,no,no,yes,yes,no,no,no
1063,Thames Valley District School Board,"(42.950761, -81.28909)",505 Village Green Avenue,London,N6J 4G4,Ontario,no,http://www.tvdsb.ca,,519-452-2000,no,no,no,no,no,no,no,yes,no,no,no,no
1064,Thames Valley District School Board,"(42.933555, -81.232842)",565 Bradley Avenue,London,N6E 3Z8,Ontario,no,http://www.tvdsb.ca,,519-452-2000,no,no,no,no,no,no,no,yes,no,no,no,no
1065,Thames Valley District School Board,"(42.971492, -81.220012)",70 Jacqueline Street,London,N5Z 3P7,Ontario,no,http://www.tvdsb.ca,,519-452-2000,no,no,no,no,no,no,no,yes,yes,no,no,no
1066,Thames Valley District School Board,"(42.977542, -81.219489)",785 Trafalgar Street,London,N5Z 1E6,Ontario,no,http://www.tvdsb.ca,,519-452-2000,no,no,no,no,no,no,no,yes,yes,no,no,no
1067,The 519 Church St. Community Centre,"(43.666552, -79.380943)",519 Church Street,Toronto,M4Y 2C9,Ontario,no,http://www.the519.org/,,416-392-6874,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes
1068,The 519 Church St. Community Centre - Phillipine Overseas Labour Office,"(43.708036, -79.393692)",160 Eglinton Avenue East,Toronto,M4P 3B5,Ontario,no,http://www.the519.org/,,416-392-6874,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes
1069,The Arab Community Centre of Toronto,"(43.644652, -79.568027)","555 Burnhamthorpe Road, Suite 209",Toronto,M9C 2Y3,Ontario,no,http://www.arabcommunitycentre.com/,,416-231-7746,no,yes,yes,no,no,no,no,no,no,yes,yes,yes
1070,The Arab Community Centre of Toronto,"(43.768376, -79.229294)",898 Markham Road,Scarborough,M1H 2Y2,Ontario,no,http://www.arabcommunitycentre.com/,,416-231-7746,no,yes,yes,no,no,no,no,no,no,yes,yes,yes
1071,The Bob Rumball Canadian Centre of Excellence for the Deaf,"(43.73475, -79.380527)",2395 Bayview Avenue,Toronto,M2L 1A2,Ontario,no,http://www.bobrumball.org,,416-449-9651,no,no,yes,yes,yes,no,no,yes,no,no,no,no
1072,The Canadian Hearing Society,"(43.542958, -79.683848)","2227 South Millway, Suite 300",Mississauga,L5L 3R6,Ontario,yes,http://www.chs.ca,,866-518-0000,no,yes,no,no,no,no,no,yes,yes,no,yes,no
1073,The Cross-Cultural Community Services Association,"(43.65335, -79.398593)","302 Spadina Avenue, Suite 206",Toronto,M5T 2E7,Ontario,no,http://www.tccsa.on.ca/,,416-977-4026,no,yes,no,no,no,no,no,yes,yes,yes,yes,no
1074,The Cross-Cultural Community Services Association,"(43.653439, -79.398861)","310 Spadina Avenue, Suite 301",Toronto,M5T 2E8,Ontario,no,http://www.tccsa.on.ca/,,416-977-4026,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes
1075,The Cross-Cultural Community Services Association,"(43.816075, -79.323614)","325 - 395 Bamburgh Circle, Unit A107",Toronto,M1W 3Y1,Ontario,no,http://www.tccsa.on.ca/,,416-502-9500,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes
1076,The Cross-Cultural Community Services Association,"(43.577651, -79.652702)","720 Burnhamthorpe Road West, Unit 2",Mississauga,L5C 3G1,Ontario,yes,http://www.tccsa.on.ca,,905-615-9500,no,yes,no,no,no,no,no,yes,yes,no,yes,no
1077,The Cross-Cultural Community Services Association,"(43.8479, -79.3288)","Metro Square, 3636 Steeles Avenue, Unit 213",Markham,L3R 1K9,Ontario,no,http://www.tccsa.on.ca,,905-475-9898,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes
1078,The Governing Board of South Winnipeg Technical Center,"(49.813423, -97.188954)",7 Fultz Boulevard,Winnipeg,R3Y 1G4,Manitoba,no,http://www.wtc.mb.ca,viksok@wtc.mb.ca,204-989-6500,no,yes,no,yes,no,no,yes,yes,no,no,no,no
1079,The Governing Council of The Salvation Army Barbara Mitchell Family Resource Centre,"(49.853875, -97.09932)",51 Morrow Avenue,Winnipeg,R2M 1A5,Manitoba,no,https://salvationarmy.ca/prairie/tag/barbara-mitchell-family-resource-centre/,ganna_glibka@can.salvationarmy.org,204-946-9152,no,yes,yes,no,yes,no,no,no,no,no,no,yes
1080,The Housing Help Centre,"(43.777046, -79.25231)","100 Consilium Place, 10th Fl",Scarborough,M1H 3E3,Ontario,no,http://www.shhc.org/,,416-285-8070,no,yes,yes,no,no,no,no,no,no,yes,yes,no
1081,The Housing Help Centre,"(43.75213, -79.267857)","2500 Lawrence Avenue East, Suite 205",Scarborough,M1P 2R7,Ontario,no,http://www.shhc.org/,,416-285-8070,no,yes,yes,no,no,no,no,no,no,yes,yes,no
1082,The Housing Help Centre,"(43.789958, -79.233348)","325 Milner Ave, 9th Fl",Scarborough,M1B 5N1,Ontario,no,http://www.shhc.org/,,416-285-8070,no,yes,yes,no,no,no,no,no,no,yes,yes,no
1083,The Housing Help Centre,"(43.834825, -79.262218)","8 Shadlock St, #5A",Markham,L3S3K9,Ontario,no,http://www.shhc.org/,,905-554-9033,no,yes,yes,no,no,no,no,no,no,yes,yes,no
1084,The Humboldt Regional Newcomer Centre Inc.,"(52.2001486, -105.1265108)","636 9th Street, P.O. Box 3430",Humboldt,S0K 2A0,Saskatchewan,no,http://www.thehrnc.com/,info@thehrnc.com,306-682-4277,no,yes,no,no,no,no,no,no,yes,no,no,yes
1085,The Immigrant Education Society,"(51.105734, -113.969848)",311 32 Westwinds Crescent NE,Calgary,T3J 5L3,Alberta,no,http://www.immigrant-education.ca,reception@immigrant-education.ca,587-392-4177,no,no,no,no,yes,no,no,no,no,no,no,no
1086,The Immigrant Educational Society,"(51.087172, -113.988435)",3820 32nd Street NE,Calgary,T1Y 7L9,Alberta,no,http://www.immigrant-education.ca,reception@immigrant-education.ca,403-291-0002,no,yes,no,no,yes,no,no,yes,yes,no,no,no
1087,The Learning Enrichment Foundation,"(43.69414, -79.493092)",116 Industry Street,Toronto,M6M 4L8,Ontario,no,http://www.lefca.org/,,416-769-0830,no,yes,no,yes,yes,no,no,yes,no,no,no,no
1088,The Learning Enrichment Foundation,"(43.688963, -79.494284)",1267 Weston Road,Toronto,M6M 4R2,Ontario,no,http://www.lefca.org/,,416-244-8982,no,yes,no,yes,yes,no,no,yes,no,no,no,no
1089,The Learning Enrichment Foundation,"(43.688645, -79.503432)",55 Emmett Avenue,Toronto,M6M 2E4,Ontario,no,http://www.lefca.org/,,416-572-0086,no,yes,no,no,yes,no,no,no,no,no,no,no
1090,The Multicultural Association of Greater Moncton Area (MAGMA),"(46.089138, -64.778498)","22 Church Street, Suite C170",Moncton,E1C 0P7,New Brunswick,no,http://magma-amgm.org/,info@magma-amgm.org,506-857-9430,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes
1091,The Neighbourhood Community Services (Healthy Beginnings for Healthy Babies),"(43.702947, -79.342737)",48 Thorncliffe Park Drive,Toronto,M4H 1J7,Ontario,no,http://www.sschto.ca,,416-925-2103,no,no,no,yes,no,no,no,no,no,no,yes,no
1092,The Neighbourhood Group Community Services,"(43.654268, -79.401609)",219 Augusta Avenue,Toronto,M5T 2L9,Ontario,no,http://www.sschto.ca,,416-964-8747,no,no,no,no,no,no,no,yes,no,no,yes,no
1093,The Neighbourhood Group Community Services,"(43.657582, -79.403464)",340 College Street,Toronto,M5T 3A9,Ontario,no,http://www.sschto.ca,,416-964-8747,no,no,no,no,no,no,no,yes,no,yes,no,no
1094,The Neighbourhood Group Community Services,"(43.771679, -79.413016)",5231 Yonge Street,Toronto,M2N 5P8,Ontario,no,http://www.sschto.ca,,416-964-8747,no,no,no,no,no,no,no,yes,no,no,yes,no
1095,The Neighbourhood Group Community Services,"(43.656269, -79.403844)",91 Bellevue Avenue,Toronto,M5T 2N8,Ontario,no,http://www.sschto.ca,,416-925-2103,no,yes,no,no,no,no,no,yes,no,no,yes,no
1096,The Neighbourhood Group Community Services  (Parents for Better Beginnings Perinatal Program),"(43.660309, -79.363369)",246 Sackville Street,Toronto,M5A 3S4,Ontario,no,http://www.sschto.ca,,416-925-2103,no,yes,no,no,no,no,no,no,no,no,yes,no
1097,The Neighbourhood Group Community Services (Great Start Together Perinatal Program),"(43.646613, -79.404217)",168 Bathurst Street,Toronto,M5V 2RV,Ontario,no,http://www.sschto.ca,,416-925-2103,no,yes,no,no,no,no,no,no,no,no,yes,no
